"MLS #","Cat","Status","Address","City","County","Beds","Baths","Structure Type","Status Contractual Search Date","List Office Name","Price"
"VAFX2219586","RES","CLS","6726 Pine Creek Ct","Mclean","Fairfax, VA","4","3/1","Detached","03/26/25","Northern Virginia Real Estate Inc. (LMK1)","$1,446,000"
"VAFX2208788","RES","CLS","1169 Ballantrae Ln","Mclean","Fairfax, VA","5","5/1","Detached","01/08/25","Non Subscribing Office (NON1)","$4,875,000"
"VAFX2219096","RES","CLS","1830 Susquehannock Dr","Mclean","Fairfax, VA","4","3","Detached","02/28/25","Pearson Smith Realty, LLC (PSTH1)","$1,410,000"
"VAFX2219308","RES","CLS","1539 Lincoln Way #202B","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/01/25","Long & Foster Real Estate, Inc. (LNG183)","$375,000"
"VAFX2218736","RES","CLS","1650 Silver Hill Dr #2006","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/05/25","Keller Williams Realty (KWR21)","$1,315,000"
"VAFX2218966","RES","CLS","1064 Silent Ridge Ct","Mclean","Fairfax, VA","6","7/2","Detached","03/31/25","Long & Foster Real Estate, Inc. (LNG83)","$3,450,000"
"VAFX2217864","RES","CLS","1433 Woodhurst Blvd","Mclean","Fairfax, VA","6","5/2","Detached","03/21/25","Douglas Elliman of Metro DC, LLC (DEMDC1)","$2,625,000"
"VAFX2218908","RES","CLS","8340 Greensboro Dr #821","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/07/25","Keller Williams Realty (KWR21)","$650,000"
"VAFX2218878","RES","CLS","7700 Tremayne Pl #209","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","02/14/25","Pearson Smith Realty, LLC (PSTH1)","$385,000"
"VAFX2218710","RES","CLS","6800 Fleetwood Rd #417","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/16/25","Compass (COMPS6)","$400,000"
"VAFX2214666","RES","CLS","1638 Macon St","Mclean","Fairfax, VA","4","3/0","Detached","04/02/25","Keller Williams Realty (KWR21)","$1,250,000"
"VAFX2210358","RES","CLS","8220 Crestwood Heights Dr #1416","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","02/13/25","TTR Sotheby's International Realty (TTRS4)","$1,337,001"
"VAFX2211780","RES","CLS","735 Potomac River Rd","Mclean","Fairfax, VA","4","4/1","Detached","02/14/25","EXP Realty, LLC (EXPY11)","$2,211,000"
"VAFX2218298","RES","CLS","1504 Lincoln Way #420","Mclean","Fairfax, VA","1","1","Penthouse Unit/Flat/Apartment","03/21/25","Scope Realty (KCAO1)","$276,000"
"VAFX2218230","RES","CLS","8360 Greensboro Dr #721","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","05/01/25","Keller Williams Realty (KWR21)","$547,000"
"VAFX2214272","RES","CLS","1637 Westwind Way #187","Mclean","Fairfax, VA","3","2","Interior Row/Townhouse","02/21/25","Compass (COMPS20)","$515,000"
"VAFX2217432","RES","CLS","8415 Brookewood Ct","Mclean","Fairfax, VA","6","6/2","Detached","07/08/25","Long & Foster Real Estate, Inc. (LNG83)","$3,210,000"
"VAAR2052424","RES","CLS","410 Chain Bridge Rd","Mclean","Arlington, VA","4","5/1","Detached","03/27/25","Long & Foster Real Estate, Inc. (LNG83)","$9,200,000"
"VAFX2218058","RES","CLS","5850 Aspen Wood Ct","Mclean","Fairfax, VA","5","3/1","Detached","03/07/25","Weichert, REALTORS (WEI70)","$1,400,000"
"VAFX2218030","RES","CLS","7437 Backett Wood Ter #1201","Mclean","Fairfax, VA","3","2/1","End of Row/Townhouse","10/23/24","Galaxy Realty LLC (GLXY1)","$895,000"
"VAFX2217384","RES","CLS","6810 Lumsden St","Mclean","Fairfax, VA","4","3/0","Detached","01/22/25","Keller Williams Realty (KWR21)","$1,350,000"
"VAFX2217712","RES","CLS","7008 Green Oak Dr","Mclean","Fairfax, VA","6","6/1","Detached","03/14/25","Keller Williams Realty (KWR21)","$2,135,000"
"VAFX2217428","RES","CLS","1602 Holly Ct","Mclean","Fairfax, VA","4","3/1","Detached","02/14/25","Compass (COMPS5)","$1,375,000"
"VAFX2217748","RES","CLS","1600 Spring Gate Dr #2408","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","04/18/25","Maryland Pro Realty (MPRE1)","$340,000"
"VAFX2217622","RES","CLS","7478 Backett Wood Ter #203","Mclean","Fairfax, VA","3","2/1","Interior Row/Townhouse","07/19/23","Non Subscribing Office (NON1)","$777,950"
"VAFX2217484","RES","CLS","1693 Westwind Way","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","02/14/25","Peake Real Estate Group, LLC (PKREG1)","$510,000"
"VAFX2200514","RES","CLS","6545 Hitt Ave","Mclean","Fairfax, VA","5","3","Detached","03/21/25","Compass (COMPS6)","$1,210,000"
"VAFX2217276","RES","CLS","6718 Lowell Ave #803","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","12/02/25","McWilliams/Ballard Inc. (MCWB1)","$2,522,900"
"VAFX2208694","RES","CLS","1468 Evans Farm Dr","Mclean","Fairfax, VA","6","5/1","Detached","08/12/25","Washington Fine Properties, LLC (WFP4)","$2,400,000"
"VAFX2216386","RES","CLS","1755 East Ave","Mclean","Fairfax, VA","6","5/1","Detached","04/30/25","Samson Properties (SAMP1)","$2,500,000"
"VAFX2216210","RES","CLS","938 Douglass Dr","Mclean","Fairfax, VA","5","5/3","Detached","01/31/25","Long & Foster Real Estate, Inc. (LNG86)","$3,000,000"
"VAFX2216734","RES","CLS","1305 Elsinore Ave","Mclean","Fairfax, VA","3","3","Detached","01/10/25","Compass (COMPS6)","$1,275,000"
"VAFX2216582","RES","CLS","1504 Lincoln Way #431","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","02/14/25","TTR Sotheby's International Realty (TTRS2)","$275,750"
"VAFX2216870","RES","CLS","1900 Wilson Ln #T2","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","03/24/25","Alluri Realty, Inc. (ALLR1)","$400,000"
"VAFX2216860","RES","CLS","7007 Duncraig Ct","Mclean","Fairfax, VA","5","3/1","Detached","01/03/25","Non Subscribing Office (NON1)","$1,600,000"
"VAFX2216828","RES","CLS","1641 International Dr #102","Mclean","Fairfax, VA","2","1","Penthouse Unit/Flat/Apartment","06/13/25","Samson Properties (SAMP1)","$394,900"
"VAFX2216738","RES","CLS","1536 Forest Ln","Mclean","Fairfax, VA","5","4/1","Detached","03/27/25","Keller Williams Realty (KWR21)","$2,250,000"
"VAFX2214336","RES","CLS","1124 Guilford Ct","Mclean","Fairfax, VA","6","6/2","Detached","06/21/25","TTR Sothebys International Realty (TTRS3)","$3,725,000"
"VAFX2215942","RES","CLS","6800 Fleetwood Rd #513","Mclean","Fairfax, VA","1","1/0","Unit/Flat/Apartment","01/22/25","Pearson Smith Realty, LLC (PSTH1)","$280,000"
"VAFX2215794","RES","CLS","1524 Lincoln Way #101","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","02/14/25","Corcoran McEnearney (MCE3)","$375,000"
"VAFX2216070","RES","CLS","1332 Elsinore Ave","Mclean","Fairfax, VA","4","3","Detached","07/18/24","Non Subscribing Office (NON1)","$1,250,000"
"VAFX2215934","RES","CLS","6800 Fleetwood Rd #320","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","04/04/25","Long & Foster Real Estate, Inc. (LNG83)","$650,000"
"VAFX2215866","RES","CLS","1175 Crest Ln","Mclean","Fairfax, VA","4","4","Detached","04/24/26","TTR Sothebys International Realty (TTRS3)","$12,450,000"
"VAFX2215864","RES","CLS","6431 Georgetown Pike","Mclean","Fairfax, VA","10","12/4","Detached","08/25/25","TTR Sothebys International Realty (TTRS3)","$18,500,000"
"VAFX2215638","RES","CLS","1650 Silver Hill Dr #1004","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","02/12/25","Keller Williams Realty (KWR21)","$775,000"
"VAFX2213664","RES","CLS","8104 Cawdor Ct","Mclean","Fairfax, VA","7","7/1","Detached","05/23/25","Focal Point Real Estate , LLC (FPRE1)","$2,830,000"
"VAFX2213990","RES","CLS","7118 Thrasher Rd","Mclean","Fairfax, VA","5","5/1","Detached","12/10/24","Focal Point Real Estate , LLC (FPRE1)","$2,797,386"
"VAFX2215296","RES","CLS","8380 Greensboro Dr #626","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","05/08/25","Realty ONE Group Capital (ROGC1)","$779,000"
"VAFX2215190","RES","CLS","7345 Lewinsville Square Pl","Mclean","Fairfax, VA","3","2/2","Interior Row/Townhouse","01/24/25","RE/MAX Executives (RMAX202)","$990,000"
"VAFX2215166","RES","CLS","8220 Crestwood Heights Dr #206","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","12/19/24","Compass (COMPS5)","$398,000"
"VAFX2213864","RES","CLS","1800 Old Meadow Rd #901","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","01/30/25","Long & Foster Real Estate, Inc. (LNG127)","$504,000"
"VAFX2215108","RES","CLS","1303 Elsinore Ave","Mclean","Fairfax, VA","5","3","Detached","12/19/24","Non Subscribing Office (NON1)","$1,325,000"
"VAFX2205244","RES","CLS","1360 Snow Meadow Ln","Mclean","Fairfax, VA","5","3/1","Detached","12/19/24","Non Subscribing Office (NON1)","$1,420,000"
"VAFX2215004","RES","CLS","1100 Balls Hill Rd","Mclean","Fairfax, VA","7","6/1","Detached","02/19/25","Innovation Properties, LLC (ZOOME1)","$3,288,888"
"VAFX2214844","RES","CLS","6627 Fletcher Ln","Mclean","Fairfax, VA","4","3","Detached","12/20/24","TTR Sotheby's International Realty (TTRS4)","$1,917,000"
"VAFX2214570","RES","CLS","8340 Greensboro Dr #1010","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","06/25/25","Fairfax Realty of Tysons (FRX2)","$530,000"
"VAFX2213270","RES","CLS","8370 Greensboro Dr #301","Mclean","Fairfax, VA","3","3","Unit/Flat/Apartment","04/30/25","MCM Realty Company (MAR1)","$720,000"
"VAFX2213994","RES","CLS","6818 Wise St","Mclean","Fairfax, VA","5","3","Detached","01/31/25","Long & Foster Real Estate, Inc. (LNG83)","$1,140,000"
"VAFX2213722","RES","CLS","1645 International Dr #121","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","09/08/25","Compass (COMPS4)","$405,000"
"VAFX2209704","RES","CLS","6600 Baymeadow Ct","Mclean","Fairfax, VA","6","3/1","Detached","01/08/25","Compass (COMPS5)","$2,015,000"
"VAFX2212910","RES","CLS","8350 Greensboro Dr #205","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","12/23/24","Compass (COMPS5)","$465,000"
"VAFX2213830","RES","CLS","7218 Farm Meadow Ct","Mclean","Fairfax, VA","4","5/1","End of Row/Townhouse","07/30/25","Keller Williams Realty (KWR21)","$2,149,000"
"VAFX2213970","RES","CLS","6804 Lemon Rd","Mclean","Fairfax, VA","6","6/2","Detached","03/03/25","Keller Williams Realty (KWR21)","$2,755,000"
"VAFX2213574","RES","CLS","7422 Old Maple Sq","Mclean","Fairfax, VA","5","5/1","Detached","01/10/25","Washington Fine Properties, LLC (WFP4)","$2,100,000"
"VAFX2212102","RES","CLS","1113 Langley Ln","Mclean","Fairfax, VA","7","7/2","Detached","01/02/25","TTR Sotheby's International Realty (TTRS2)","$11,200,000"
"VAFX2212128","RES","CLS","8370 Greensboro Dr #414","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","06/27/25","Long & Foster Real Estate, Inc. (LNG302)","$627,000"
"VAFX2213564","RES","CLS","1625 International Dr #114","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","03/19/25","Century 21 Redwood Realty (RDWG1)","$380,000"
"VAFX2211926","RES","CLS","6716 Melrose Dr","Mclean","Fairfax, VA","4","3/1","End of Row/Townhouse","12/31/24","Compass (COMPS4)","$1,150,000"
"VAFX2213094","RES","CLS","8340 Greensboro Dr #310","Mclean","Fairfax, VA","2","1/1","Unit/Flat/Apartment","03/10/25","Local Expert Realty (LCEX1)","$449,000"
"VAFX2213234","RES","CLS","1033 Union Church Rd","Mclean","Fairfax, VA","5","3/1","Detached","12/02/24","Samson Properties (SAMP6)","$1,905,000"
"VAFX2213030","RES","CLS","1962 Massachusetts Ave","Mclean","Fairfax, VA","7","5/2","Detached","01/15/25","NetRealtyNow.com, LLC (NRN2)","$2,630,000"
"VAFX2212514","RES","CLS","7661 Provincial Dr #211","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","12/30/24","Long & Foster Real Estate, Inc. (LNG93)","$420,000"
"VAFX2212532","RES","CLS","7600 Tremayne Pl #210","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","03/11/25","Compass (COMPS5)","$344,000"
"VAFX2212410","RES","CLS","1474 Hampton Hill Cir","Mclean","Fairfax, VA","4","3/1","End of Row/Townhouse","03/11/25","Galaxy Realty LLC (GLXY1)","$1,300,000"
"VAFX2212288","RES","CLS","3946 N Dumbarton St","Mclean","Fairfax, VA","3","3","Detached","01/07/25","KW United (KWR13)","$1,500,000"
"VAFX2212226","RES","CLS","1404 Mayflower Dr","Mclean","Fairfax, VA","4","3/0","Detached","12/30/24","Keller Williams Realty (KWR21)","$1,330,000"
"VAFX2212244","RES","CLS","7721 Tremayne Pl #309","Mclean","Fairfax, VA","2","2/0","Unit/Flat/Apartment","12/20/24","RE/MAX Distinctive Real Estate, Inc. (RMAXD4)","$320,000"
"VAFX2211996","RES","CLS","7721 Tremayne Pl #204","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","12/27/24","RE/MAX Distinctive Real Estate, Inc. (RMAXD4)","$475,000"
"VAFX2212180","RES","CLS","8350 Greensboro Dr #123","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","02/28/25","Samson Properties (SAMP33)","$420,000"
"VAFX2211802","RES","CLS","1504 Lincoln Way #408","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","01/21/25","Long & Foster Real Estate, Inc. (LNG93)","$270,000"
"VAFX2212082","RES","CLS","1808 Old Meadow Rd #716","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","03/03/25","Fairfax Realty Select (FXR1)","$300,000"
"VAFX2199974","RES","CLS","6500 Menlo Rd","Mclean","Fairfax, VA","3","4/1","Detached","11/22/24","Non Subscribing Office (NON1)","$2,550,000"
"VAFX2211672","RES","CLS","1002 Salt Meadow Ln","Mclean","Fairfax, VA","7","6/1","Detached","01/06/25","Innovation Properties, LLC (ZOOME1)","$2,728,888"
"VAFX2210830","RES","CLS","670 Live Oak Dr","Mclean","Fairfax, VA","5","4/1","Detached","02/10/25","Long & Foster Real Estate, Inc. (LNG83)","$1,685,000"
"VAFX2211422","RES","CLS","1304 Summerwood Ct","Mclean","Fairfax, VA","5","4/1","Detached","12/30/24","Mega Realty & Investment Inc (MEGR1)","$2,100,000"
"VAFX2211424","RES","CLS","6715 Old Chesterbrook Rd","Mclean","Fairfax, VA","7","7/1","Detached","02/19/25","TTR Sothebys International Realty (TTRS3)","$2,240,000"
"VAFX2202616","RES","CLS","1830 Fonthill Ct #18","Mclean","Fairfax, VA","3","3/2","Interior Row/Townhouse","12/20/24","Compass (COMPS20)","$1,085,000"
"VAFX2211358","RES","CLS","6521 Engel Dr","Mclean","Fairfax, VA","6","6/2","Detached","12/30/24","Compass (COMPS5)","$3,025,000"
"VAFX2210644","RES","CLS","1390 Ingleside Ave","Mclean","Fairfax, VA","3","4/1","End of Row/Townhouse","12/23/24","Compass (COMPS5)","$1,450,000"
"VAFX2211044","RES","CLS","1650 Silver Hill Dr #1409","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","03/03/25","Berkshire Hathaway HomeServices PenFed Realty (BHHSS3)","$540,000"
"VAFX2211042","RES","CLS","1800 Rupert St","Mclean","Fairfax, VA","6","6/2","Detached","01/24/25","KW Metro Center (KWR9)","$2,980,000"
"VAFX2210650","RES","CLS","1422 Mayflower Dr","Mclean","Fairfax, VA","7","7/1","Detached","12/30/24","Compass (COMPS6)","$2,675,000"
"VAFX2210382","RES","CLS","6317 N Kensington St","Mclean","Fairfax, VA","7","7/2","Detached","03/31/25","RE/MAX Allegiance (RMAX34)","$3,875,000"
"VAFX2209792","RES","CLS","8115 Spring Hill Farm Dr","Mclean","Fairfax, VA","5","5/3","Detached","05/22/25","Long & Foster Real Estate, Inc. (LNG83)","$4,000,000"
"VAFX2209616","RES","CLS","1570 Spring Gate Dr #7115","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","12/12/24","Redfin Corporation (REFC1)","$344,000"
"VAFX2207622","RES","CLS","1016 Langley Hill Dr","Mclean","Fairfax, VA","5","5/1","Detached","03/14/25","Washington Fine Properties, LLC (WFP4)","$6,750,000"
"VAFX2208202","RES","CLS","1539 Cedar Ave","Mclean","Fairfax, VA","4","4/1","End of Row/Townhouse","12/19/24","Keller Williams Realty (KWR21)","$1,150,000"
"VAFX2210198","RES","CLS","1940 Foxhall Rd","Mclean","Fairfax, VA","5","2/1","Detached","12/20/24","Weichert, REALTORS (WEI70)","$1,425,000"
"VAFX2209994","RES","CLS","7451 Carriage Hills Dr","Mclean","Fairfax, VA","3","3/2","End of Row/Townhouse","12/18/24","Harbor Realty & Investments LLC (HRIV1)","$1,210,000"
"VAFX2209780","RES","CLS","1808 Old Meadow Rd #802","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","12/13/24","Compass (COMPS8)","$325,000"
"VAFX2209744","RES","CLS","1641 International Dr #TH26","Mclean","Fairfax, VA","2","2/1","Interior Row/Townhouse","11/26/24","Redfin Corporation (REFC1)","$565,000"
"VAFX2209490","RES","CLS","6800 Fleetwood Rd #220","Mclean","Fairfax, VA","3","2","Unit/Flat/Apartment","04/23/25","Keller Williams Realty (KWR21)","$695,000"
"VAFX2209340","RES","CLS"," 8370 Greensboro #1024","Mclean","Fairfax, VA","2","2","Penthouse Unit/Flat/Apartment","12/13/24","Samson Properties (SAMP1)","$580,000"
"VAFX2209414","RES","CLS","1935 Wilson Ln #104","Mclean","Fairfax, VA","2","1","Unit/Flat/Apartment","02/14/25","Century 21 Redwood Realty (RDWG1)","$355,000"
"VAFX2209424","RES","CLS","6239 Kellogg Dr","Mclean","Fairfax, VA","5","3/1","Detached","02/14/25","Weichert, REALTORS (WEI70)","$1,350,000"
"VAFX2209326","RES","CLS","8407 Holly Leaf Dr","Mclean","Fairfax, VA","4","3/1","Detached","01/15/25","Weichert, REALTORS (WEI70)","$1,400,000"
"VAFX2208530","RES","CLS","7472 Carriage Hills Dr","Mclean","Fairfax, VA","3","3/2","Interior Row/Townhouse","12/13/24","Wallach Realty (WLCH1)","$1,200,000"
"VAFX2209062","RES","CLS","6718 Lowell Ave #503","Mclean","Fairfax, VA","3","2/1","Unit/Flat/Apartment","07/26/25","McWilliams/Ballard Inc. (MCWB1)","$2,307,900"
"VAFX2209052","RES","CLS","8350 Greensboro Dr #124","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","04/09/25","Fairfax Realty of Tysons (FRX2)","$470,000"
"VAFX2208794","RES","CLS","1581 Spring Gate Dr #5408","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","12/04/24","Keller Williams Realty (KWR21)","$500,000"
"VAFX2208776","RES","CLS","8350 Greensboro Dr #524","Mclean","Fairfax, VA","1","1/1","Unit/Flat/Apartment","11/22/24","Land & Homes LC (LNDH1)","$390,000"
"VAFX2208832","RES","CLS","7718 Falstaff Ct","Mclean","Fairfax, VA","6","6/1","Detached","02/14/25","Fairfax Realty Select (FXR1)","$3,010,000"
"VAFX2207264","RES","CLS","1493 Evans Farm Dr","Mclean","Fairfax, VA","5","5/1","Detached","12/18/24","Compass (COMPS5)","$2,350,000"
"VAFX2204552","RES","CLS","1448 Highwood Dr","Mclean","Fairfax, VA","4","3/1","Detached","12/12/24","Weichert, REALTORS (WEI70)","$1,635,000"
"VAFX2208638","RES","CLS","1611 Simmons Dr","Mclean","Fairfax, VA","7","7/1","Detached","12/05/24","RCV Real Estate, LC (RCV1)","$3,058,000"
"VAFX2208366","RES","CLS","1720 Westmoreland St","Mclean","Fairfax, VA","6","6/1","Detached","02/12/25","Keller Williams Realty (KWR8)","$2,500,000"
"VAFX2208464","RES","CLS","1504 Lincoln Way #411","Mclean","Fairfax, VA","2","2","Unit/Flat/Apartment","11/06/24","Realty Resource (RRLC1)","$393,000"
"VAFX2201424","RES","CLS","933 Ridge Dr","Mclean","Fairfax, VA","4","4/1","Detached","12/23/24","Compass (COMPS5)","$2,025,000"
"VAFX2205852","RES","CLS","1973 Massachusetts Ave","Mclean","Fairfax, VA","5","5/1","Detached","12/17/24","RE/MAX Allegiance (RMAX34)","$2,200,000"
"VAFX2202108","RES","CLS","1580 Spring Gate Dr #4310","Mclean","Fairfax, VA","1","1","Unit/Flat/Apartment","11/22/24","EXP Realty, LLC (EXPY11)","$365,000"
"VAFX2207880","RES","CLS","1588 Forest Villa Ln","Mclean","Fairfax, VA","5","4/0","Detached","05/30/25","Homecoin.com (HMECOIN1)","$1,650,000"
"VAFX2207708","RES","CLS","1450 Emerson Ave #G01","Mclean","Fairfax, VA","2","2/1","Unit/Flat/Apartment","06/16/25","Pearson Smith Realty, LLC (PSTH3)","$945,000"
"VAFX2192396","RES","CLS","7106 Country Meadow Ct","Mclean","Fairfax, VA","6","5/1","Detached","11/21/24","Long & Foster Real Estate, Inc. (LNG83)","$2,490,000"
"VAFX2207678","RES","CLS","8893 Windy Ridge Way","Mclean","Fairfax, VA","5","8/2","Detached","09/12/24","Non Subscribing Office (NON1)","$5,000,000"
"VAFX2201478","RES","CLS","1716 Esquire Ln","Mclean","Fairfax, VA","6","5/1","Detached","12/27/24","EXP Realty, LLC (EXPY15)","$2,150,000"
"VAFX2207590","RES","CLS","7829 Enola St #102","Mclean","Fairfax, VA","3","2/0","Unit/Flat/Apartment","11/13/24","Samson Properties (SAMP14)","$409,900"
"VAFX2207512","RES","CLS","1511 Smith St","Mclean","Fairfax, VA","6","6/1","Detached","02/28/25","KW Metro Center (KWR17)","$2,950,000"
"VAFX2198742","RES","CLS","1541 Forest Ln","Mclean","Fairfax, VA","5","4/1","Detached","10/10/24","Non Subscribing Office (NON1)","$2,311,500"
"VAFX2195328","RES","CLS","6116 Old Dominion Dr","Mclean","Fairfax, VA","5","5/5","Detached","12/31/24","Washington Fine Properties, LLC (WFP4)","$4,850,000"
"VAFX2195874","RES","CLS","7167 Old Dominion Dr","Mclean","Fairfax, VA","7","5/1","Detached","11/29/24","Compass (COMPS4)","$6,500,000"
"VAFX2205920","RES","CLS","928 Peacock Station Rd","Mclean","Fairfax, VA","6","6/2","Detached","05/23/25","Washington Fine Properties, LLC (WFP4)","$4,850,000"
"VAFX2206830","RES","CLS","7905 Old Cedar Ct","Mclean","Fairfax, VA","4","4/1","Detached","11/20/24","TTR Sothebys International Realty (TTRS3)","$2,150,000"
